12.35, 119.54
13.04, 120.26
14.10, 120.22
15.34, 120.19
16.24, 120.29
17.23, 120.33
18.43, 120.36
19.61, 120.29
20.46, 120.26
21.40, 120.26
22.35, 120.26
23.26, 120.22
24.39, 120.19
25.18, 120.19
25.85, 120.26
26.45, 120.29
27.24, 120.26
27.97, 120.26
28.76, 120.19
29.65, 120.22
30.32, 120.22
31.28, 120.22
32.06, 120.26
32.69, 120.22
33.38, 120.19
34.17, 120.19
34.89, 120.19
35.52, 120.15
36.20, 120.19
37.26, 120.19
37.95, 120.19
38.59, 120.22
39.31, 120.12
40.09, 120.15
40.87, 120.19
41.61, 120.22
42.37, 120.29
43.21, 120.22
43.99, 120.22
44.61, 120.26
45.36, 120.22
46.08, 120.22
46.79, 120.19
47.52, 120.22
48.24, 120.26
48.91, 120.26
49.68, 120.19
50.43, 120.15
51.21, 120.12
52.19, 120.22
52.94, 120.22
53.72, 120.19
54.35, 120.22
55.10, 120.19
55.75, 120.19
56.49, 120.19
57.22, 120.26
57.83, 120.26
58.52, 120.22
59.35, 120.22
60.08, 120.22
60.79, 120.19
61.36, 120.05
62.08, 119.22
62.74, 118.45
63.39, 117.86
64.11, 117.16
64.80, 116.50
65.39, 115.98
66.11, 115.14
66.65, 114.13
67.09, 113.05
67.55, 111.87
67.85, 110.83
68.25, 109.40
68.56, 108.22
68.83, 107.07
69.18, 105.78
69.50, 104.80
69.82, 103.90
70.22, 102.75
70.63, 101.46
71.03, 100.28
71.53, 99.69
72.11, 99.24
72.50, 98.33
72.95, 97.46
73.40, 96.52
73.91, 95.62
74.37, 94.40
74.79, 92.97
75.29, 91.79
75.69, 91.02
76.07, 90.19
76.55, 89.28
76.93, 88.52
77.28, 87.61
77.65, 86.46
77.97, 85.38
78.36, 84.34
78.66, 83.29
79.11, 82.11
79.51, 81.28
79.94, 80.51
80.42, 79.43
80.85, 78.77
81.18, 77.93
81.49, 77.03
81.87, 75.78
82.22, 74.52
82.54, 73.69
82.85, 72.64
83.29, 71.63
83.74, 70.69
84.24, 69.79
84.75, 68.92
85.20, 67.98
85.58, 67.28
86.06, 66.24
86.33, 65.02
86.52, 63.70
86.76, 62.51
87.07, 61.12
87.47, 60.25
88.09, 59.17
88.41, 58.06
88.63, 56.98
88.87, 55.83
89.14, 54.89
89.35, 53.71
89.56, 52.66
89.77, 51.45
89.99, 50.37
90.33, 49.39
90.71, 48.63
91.08, 48.03
91.75, 47.41
92.21, 46.92
92.64, 46.12
92.98, 45.25
93.41, 44.21
93.73, 43.37
94.00, 42.43
94.37, 41.25
94.64, 40.10
94.83, 38.95
95.17, 37.87
95.65, 36.93
96.11, 36.06
96.42, 35.16
96.77, 34.04
97.04, 33.10
97.34, 32.20
97.63, 31.36
97.97, 30.42
98.22, 29.69
98.69, 28.79
98.97, 28.23
