9.31, 43.54
9.98, 43.75
10.89, 44.00
11.72, 44.26
12.56, 44.39
13.31, 44.53
14.14, 44.58
14.95, 44.72
15.78, 44.74
16.75, 44.81
17.64, 44.81
18.49, 44.87
19.41, 44.92
20.46, 44.96
21.33, 45.04
22.26, 45.10
23.12, 45.15
24.17, 45.24
25.00, 45.24
25.79, 45.24
26.64, 45.38
27.17, 45.39
27.84, 45.39
28.34, 45.42
29.01, 45.46
29.72, 45.52
30.39, 45.56
31.20, 45.56
31.83, 45.57
32.55, 45.62
33.23, 45.66
33.81, 45.71
34.40, 45.75
34.99, 45.77
35.65, 45.79
36.16, 45.80
36.56, 45.79
36.96, 45.75
37.54, 45.78
37.98, 45.78
38.67, 45.78
39.16, 45.79
39.67, 45.79
40.33, 45.83
41.08, 45.83
41.55, 45.84
42.14, 45.82
42.64, 45.82
43.22, 45.82
43.71, 45.82
44.13, 45.84
44.84, 45.84
45.42, 45.82
45.91, 45.81
46.36, 45.82
46.73, 45.79
47.39, 45.80
48.06, 45.80
48.84, 45.81
49.52, 45.79
50.19, 45.79
50.81, 45.81
51.63, 45.83
52.27, 45.85
52.62, 45.48
52.94, 45.05
53.25, 44.73
53.68, 44.38
54.11, 44.10
54.59, 43.94
55.13, 43.81
55.54, 43.35
55.85, 43.03
56.06, 42.71
56.29, 42.47
56.60, 42.17
56.89, 41.88
57.25, 41.70
57.74, 41.58
58.29, 41.48
58.90, 41.37
59.68, 41.21
60.20, 41.12
60.78, 40.95
61.32, 40.78
61.81, 40.62
62.33, 40.40
63.06, 40.24
63.51, 40.05
64.02, 39.73
64.57, 39.60
65.14, 39.49
65.44, 39.33
65.86, 39.02
66.32, 38.73
66.87, 38.62
67.54, 38.47
68.18, 38.19
68.47, 37.80
68.79, 37.32
69.09, 36.82
69.46, 36.52
70.07, 36.12
70.56, 35.91
71.02, 35.70
71.63, 35.44
72.29, 35.23
72.79, 35.05
73.34, 34.73
73.68, 34.34
74.10, 33.88
74.55, 33.44
75.04, 33.04
75.61, 32.84
76.15, 32.64
76.47, 32.23
76.70, 31.88
77.04, 31.35
77.35, 30.97
77.82, 30.42
78.18, 30.09
78.69, 29.70
79.25, 29.29
79.73, 28.86
80.19, 28.45
80.54, 28.00
80.84, 27.54
81.30, 27.02
81.86, 26.58
82.32, 26.34
82.83, 26.18
83.26, 26.06
83.94, 25.84
84.49, 25.65
85.05, 25.49
85.68, 25.25
86.15, 25.06
86.71, 24.84
87.12, 24.76
87.76, 24.74
88.46, 24.74
89.06, 24.73
89.64, 24.68
90.18, 24.64
90.78, 24.64
91.06, 24.63
91.64, 24.61
92.27, 24.61
92.98, 24.60
93.70, 24.62
94.20, 24.60
94.70, 24.18
95.12, 23.76
95.57, 23.75
95.94, 23.75
